id,campaign,audience,timestamp,interaction_type,interaction_key,interaction_value
1218,3,951,2017-04-02 13:09:47,browse,product_id,115153344249
1218,3,951,2017-04-02 13:13:47,browse,duration,4
1219,3,951,2017-04-02 13:22:47,browse,product_id,184636131970
1219,3,951,2017-04-02 13:30:47,browse,duration,8
1220,3,951,2017-04-02 13:37:47,browse,product_id,101166955093
1220,3,951,2017-04-02 13:44:47,browse,duration,6
1221,3,951,2017-04-02 13:46:47,browse,product_id,189648453939
1221,3,951,2017-04-02 13:47:47,browse,duration,7
1222,3,951,2017-04-02 13:57:47,browse,product_id,193519225127
1222,3,951,2017-04-02 14:02:47,browse,duration,8
1223,3,951,2017-04-02 14:12:47,browse,product_id,187282230672
1223,3,951,2017-04-02 14:20:47,browse,duration,4
1224,3,951,2017-04-02 14:25:47,browse,product_id,115153344249
1224,3,951,2017-04-02 14:26:47,browse,duration,6
1225,3,951,2017-04-02 14:36:47,browse,product_id,115153344249
1225,3,951,2017-04-02 14:40:47,browse,duration,3
1226,4,896,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page1
1226,4,896,2017-04-16 13:32:00,clickthrough,referral,www.otherwebsite.com
1227,4,896,2017-04-16 13:34:00,browse,product_id,132304402752
1227,4,896,2017-04-16 13:34:00,browse,duration,9
1228,4,896,2017-04-16 13:41:00,browse,product_id,101166955093
1228,4,896,2017-04-16 13:41:00,browse,duration,7
1229,4,896,2017-04-16 13:51:00,browse,product_id,132304402752
1229,4,896,2017-04-16 13:59:00,browse,duration,7
1230,1,815,2017-04-07 04:07:45,clickthrough,url,www.ourwebsite.com/page3
1230,1,815,2017-04-07 04:16:45,clickthrough,referral,www.otherwebsite.com
1231,1,453,2017-04-07 04:07:45,clickthrough,url,www.ourwebsite.com/page3
1231,1,453,2017-04-07 04:13:45,clickthrough,referral,www.google.com
1232,1,453,2017-04-07 04:14:45,browse,product_id,143325197317
1232,1,453,2017-04-07 04:21:45,browse,duration,4
1233,1,453,2017-04-07 04:27:45,browse,product_id,158374508511
1233,1,453,2017-04-07 04:32:45,browse,duration,3
1234,1,453,2017-04-07 04:36:45,browse,product_id,160410725471
1234,1,453,2017-04-07 04:38:45,browse,duration,10
1235,1,453,2017-04-07 04:38:45,browse,product_id,131841112651
1235,1,453,2017-04-07 04:45:45,browse,duration,5
1236,1,453,2017-04-07 04:47:45,browse,product_id,159929577929
1236,1,453,2017-04-07 04:52:45,browse,duration,2
1237,1,453,2017-04-07 05:00:45,browse,product_id,186880256583
1237,1,453,2017-04-07 05:03:45,browse,duration,9
1238,1,453,2017-04-07 05:06:45,browse,product_id,167784852301
1238,1,453,2017-04-07 05:16:45,browse,duration,6
1239,1,453,2017-04-07 05:23:45,browse,product_id,104553406468
1239,1,453,2017-04-07 05:26:45,browse,duration,7
1240,1,453,2017-04-07 05:33:45,add,product_id,143325197317
1241,1,453,2017-04-07 05:36:45,add,product_id,158374508511
1242,1,453,2017-04-07 05:36:45,add,product_id,160410725471
1243,1,453,2017-04-07 05:36:45,add,product_id,131841112651
1244,1,453,2017-04-07 05:38:45,add,product_id,159929577929
1245,1,453,2017-04-07 05:47:45,add,product_id,186880256583
1246,1,453,2017-04-07 05:51:45,add,product_id,167784852301
1247,1,453,2017-04-07 06:01:45,add,product_id,104553406468
1248,1,453,2017-04-07 06:02:45,abandon,cart_contents,143325197317;158374508511;160410725471;131841112651;159929577929;186880256583;167784852301;104553406468
1248,10,873,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page1
1248,10,873,2017-04-15 15:14:28,clickthrough,referral,www.google.com
1249,8,143,2017-04-02 06:53:24,clickthrough,url,www.ourwebsite.com/page1
1249,8,143,2017-04-02 06:55:24,clickthrough,referral,www.google.com
1250,1,770,2017-04-07 04:07:45,clickthrough,url,www.ourwebsite.com/page3
1250,1,770,2017-04-07 04:07:45,clickthrough,referral,www.google.com
1251,1,770,2017-04-07 04:13:45,browse,product_id,132304402752
1251,1,770,2017-04-07 04:23:45,browse,duration,3
1252,1,770,2017-04-07 04:33:45,browse,product_id,160410725471
1252,1,770,2017-04-07 04:43:45,browse,duration,7
1253,1,770,2017-04-07 04:52:45,browse,product_id,189648453939
1253,1,770,2017-04-07 04:55:45,browse,duration,8
1254,1,770,2017-04-07 04:55:45,browse,product_id,160410725471
1254,1,770,2017-04-07 05:04:45,browse,duration,2
1255,1,770,2017-04-07 05:06:45,browse,product_id,141628768843
1255,1,770,2017-04-07 05:13:45,browse,duration,6
1256,1,770,2017-04-07 05:18:45,browse,product_id,167784852301
1256,1,770,2017-04-07 05:26:45,browse,duration,8
1257,1,770,2017-04-07 05:32:45,browse,product_id,109343951269
1257,1,770,2017-04-07 05:41:45,browse,duration,4
1258,1,770,2017-04-07 05:51:45,browse,product_id,186880256583
1258,1,770,2017-04-07 05:51:45,browse,duration,3
1259,1,770,2017-04-07 05:58:45,browse,product_id,160410725471
1259,1,770,2017-04-07 06:00:45,browse,duration,3
1260,1,770,2017-04-07 06:03:45,browse,product_id,187071644897
1260,1,770,2017-04-07 06:09:45,browse,duration,4
1261,9,940,2017-04-08 01:24:05,clickthrough,url,www.ourwebsite.com/page1
1261,9,940,2017-04-08 01:31:05,clickthrough,referral,www.referralwebsite.com
1262,9,940,2017-04-08 01:33:05,browse,product_id,152348612552
1262,9,940,2017-04-08 01:38:05,browse,duration,7
1263,9,940,2017-04-08 01:41:05,browse,product_id,172916175812
1263,9,940,2017-04-08 01:43:05,browse,duration,2
1264,9,940,2017-04-08 01:44:05,browse,product_id,186880256583
1264,9,940,2017-04-08 01:53:05,browse,duration,2
1265,5,860,2017-04-03 18:06:23,clickthrough,url,www.ourwebsite.com/page2
1265,5,860,2017-04-03 18:13:23,clickthrough,referral,www.otherwebsite.com
1266,5,860,2017-04-03 18:14:23,browse,product_id,185407492438
1266,5,860,2017-04-03 18:18:23,browse,duration,6
1267,5,860,2017-04-03 18:19:23,browse,product_id,191211760776
1267,5,860,2017-04-03 18:25:23,browse,duration,6
1268,5,860,2017-04-03 18:33:23,browse,product_id,184636131970
1268,5,860,2017-04-03 18:37:23,browse,duration,6
1269,5,860,2017-04-03 18:42:23,browse,product_id,142256336352
1269,5,860,2017-04-03 18:52:23,browse,duration,10
1270,5,860,2017-04-03 18:55:23,browse,product_id,159929577929
1270,5,860,2017-04-03 18:58:23,browse,duration,8
1271,5,860,2017-04-03 19:06:23,browse,product_id,184636131970
1271,5,860,2017-04-03 19:09:23,browse,duration,9
1272,5,860,2017-04-03 19:10:23,add,product_id,185407492438
1273,5,860,2017-04-03 19:10:23,add,product_id,191211760776
1274,5,860,2017-04-03 19:15:23,checkout,sample_key,successful!
1274,10,738,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page2
1274,10,738,2017-04-15 15:17:28,clickthrough,referral,www.google.com
1275,10,738,2017-04-15 15:19:28,browse,product_id,134937796642
1275,10,738,2017-04-15 15:23:28,browse,duration,7
1276,10,738,2017-04-15 15:29:28,browse,product_id,160410725471
1276,10,738,2017-04-15 15:38:28,browse,duration,2
1277,10,738,2017-04-15 15:41:28,browse,product_id,131625732236
1277,10,738,2017-04-15 15:47:28,browse,duration,5
1278,10,738,2017-04-15 15:57:28,browse,product_id,132304402752
1278,10,738,2017-04-15 16:02:28,browse,duration,7
1279,10,738,2017-04-15 16:06:28,browse,product_id,158374508511
1279,10,738,2017-04-15 16:16:28,browse,duration,7
1280,10,738,2017-04-15 16:22:28,browse,product_id,175211439308
1280,10,738,2017-04-15 16:29:28,browse,duration,9
1281,10,738,2017-04-15 16:39:28,browse,product_id,155661081707
1281,10,738,2017-04-15 16:40:28,browse,duration,10
1282,10,738,2017-04-15 16:41:28,browse,product_id,159929577929
1282,10,738,2017-04-15 16:43:28,browse,duration,2
1283,10,738,2017-04-15 16:53:28,add,product_id,134937796642
1284,10,738,2017-04-15 16:54:28,add,product_id,160410725471
1285,10,738,2017-04-15 17:04:28,add,product_id,131625732236
1286,10,738,2017-04-15 17:05:28,add,product_id,132304402752
1287,10,738,2017-04-15 17:13:28,add,product_id,158374508511
1288,10,738,2017-04-15 17:16:28,add,product_id,175211439308
1289,10,738,2017-04-15 17:20:28,add,product_id,155661081707
1290,10,738,2017-04-15 17:30:28,add,product_id,159929577929
1291,10,738,2017-04-15 17:33:28,abandon,cart_contents,134937796642;160410725471;131625732236;132304402752;158374508511;175211439308;155661081707;159929577929
1291,4,838,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page3
1291,4,838,2017-04-16 13:36:00,clickthrough,referral,www.google.com
1292,4,838,2017-04-16 13:45:00,browse,product_id,160410725471
1292,4,838,2017-04-16 13:55:00,browse,duration,8
1293,4,838,2017-04-16 13:55:00,browse,product_id,132304402752
1293,4,838,2017-04-16 14:04:00,browse,duration,3
1294,4,838,2017-04-16 14:08:00,browse,product_id,167784852301
1294,4,838,2017-04-16 14:15:00,browse,duration,9
1295,4,838,2017-04-16 14:16:00,browse,product_id,121259905065
1295,4,838,2017-04-16 14:26:00,browse,duration,3
1296,4,838,2017-04-16 14:34:00,browse,product_id,184636131970
1296,4,838,2017-04-16 14:42:00,browse,duration,5
1297,4,838,2017-04-16 14:48:00,browse,product_id,131625732236
1297,4,838,2017-04-16 14:55:00,browse,duration,9
1298,4,838,2017-04-16 14:58:00,browse,product_id,101591922267
1298,4,838,2017-04-16 14:59:00,browse,duration,2
1299,5,604,2017-04-03 18:06:23,clickthrough,url,www.ourwebsite.com/page2
1299,5,604,2017-04-03 18:11:23,clickthrough,referral,www.otherwebsite.com
1300,5,604,2017-04-03 18:17:23,browse,product_id,155661081707
1300,5,604,2017-04-03 18:21:23,browse,duration,4
1301,5,604,2017-04-03 18:25:23,browse,product_id,159929577929
1301,5,604,2017-04-03 18:29:23,browse,duration,2
1302,5,604,2017-04-03 18:31:23,browse,product_id,159929577929
1302,5,604,2017-04-03 18:39:23,browse,duration,9
1303,5,604,2017-04-03 18:48:23,browse,product_id,101591922267
1303,5,604,2017-04-03 18:50:23,browse,duration,5
1304,5,604,2017-04-03 18:56:23,browse,product_id,191211760776
1304,5,604,2017-04-03 18:56:23,browse,duration,8
1305,5,604,2017-04-03 19:01:23,browse,product_id,195722202378
1305,5,604,2017-04-03 19:01:23,browse,duration,2
1306,5,604,2017-04-03 19:08:23,browse,product_id,118675935929
1306,5,604,2017-04-03 19:12:23,browse,duration,5
1307,5,604,2017-04-03 19:12:23,browse,product_id,191211760776
1307,5,604,2017-04-03 19:14:23,browse,duration,9
1308,3,305,2017-04-02 13:00:47,clickthrough,url,www.ourwebsite.com/page2
1308,3,305,2017-04-02 13:01:47,clickthrough,referral,www.referralwebsite.com
1309,8,558,2017-04-02 06:53:24,clickthrough,url,www.ourwebsite.com/page2
1309,8,558,2017-04-02 06:55:24,clickthrough,referral,www.otherwebsite.com
1310,8,558,2017-04-02 07:02:24,browse,product_id,141606253740
1310,8,558,2017-04-02 07:05:24,browse,duration,4
1311,8,558,2017-04-02 07:10:24,browse,product_id,164451986229
1311,8,558,2017-04-02 07:11:24,browse,duration,7
1312,8,558,2017-04-02 07:17:24,browse,product_id,101591922267
1312,8,558,2017-04-02 07:26:24,browse,duration,9
1313,8,558,2017-04-02 07:30:24,browse,product_id,188160550480
1313,8,558,2017-04-02 07:40:24,browse,duration,2
1314,8,558,2017-04-02 07:44:24,browse,product_id,187282230672
1314,8,558,2017-04-02 07:50:24,browse,duration,10
1315,8,558,2017-04-02 07:56:24,browse,product_id,167958516470
1315,8,558,2017-04-02 08:01:24,browse,duration,7
1316,8,558,2017-04-02 08:01:24,browse,product_id,141781173051
1316,8,558,2017-04-02 08:02:24,browse,duration,9
1317,8,558,2017-04-02 08:06:24,browse,product_id,186880256583
1317,8,558,2017-04-02 08:11:24,browse,duration,3
1318,8,558,2017-04-02 08:17:24,browse,product_id,189648453939
1318,8,558,2017-04-02 08:23:24,browse,duration,10
1319,8,558,2017-04-02 08:29:24,browse,product_id,167958516470
1319,8,558,2017-04-02 08:34:24,browse,duration,8
1320,8,558,2017-04-02 08:35:24,add,product_id,141606253740
1321,8,558,2017-04-02 08:37:24,add,product_id,164451986229
1322,8,558,2017-04-02 08:38:24,add,product_id,101591922267
1323,8,558,2017-04-02 08:44:24,abandon,cart_contents,141606253740;164451986229;101591922267
1323,6,734,2017-04-02 00:41:58,clickthrough,url,www.ourwebsite.com/page3
1323,6,734,2017-04-02 00:44:58,clickthrough,referral,www.google.com
1324,6,734,2017-04-02 00:45:58,browse,product_id,188814001578
1324,6,734,2017-04-02 00:52:58,browse,duration,7
1325,6,734,2017-04-02 00:56:58,browse,product_id,191211760776
1325,6,734,2017-04-02 01:00:58,browse,duration,3
1326,6,734,2017-04-02 01:01:58,browse,product_id,187282230672
1326,6,734,2017-04-02 01:02:58,browse,duration,2
1327,6,734,2017-04-02 01:08:58,browse,product_id,164451986229
1327,6,734,2017-04-02 01:08:58,browse,duration,10
1328,6,734,2017-04-02 01:15:58,browse,product_id,141606253740
1328,6,734,2017-04-02 01:25:58,browse,duration,5
1329,6,734,2017-04-02 01:30:58,browse,product_id,172916175812
1329,6,734,2017-04-02 01:30:58,browse,duration,3
1330,6,734,2017-04-02 01:35:58,browse,product_id,101591922267
1330,6,734,2017-04-02 01:38:58,browse,duration,8
1331,6,734,2017-04-02 01:38:58,browse,product_id,172916175812
1331,6,734,2017-04-02 01:47:58,browse,duration,10
1332,6,734,2017-04-02 01:47:58,browse,product_id,115153344249
1332,6,734,2017-04-02 01:55:58,browse,duration,5
1333,9,311,2017-04-08 01:24:05,clickthrough,url,www.ourwebsite.com/page1
1333,9,311,2017-04-08 01:25:05,clickthrough,referral,www.referralwebsite.com
1334,9,307,2017-04-08 01:24:05,clickthrough,url,www.ourwebsite.com/page3
1334,9,307,2017-04-08 01:25:05,clickthrough,referral,www.google.com
1335,9,307,2017-04-08 01:30:05,browse,product_id,134937796642
1335,9,307,2017-04-08 01:30:05,browse,duration,7
1336,9,307,2017-04-08 01:33:05,browse,product_id,189648453939
1336,9,307,2017-04-08 01:34:05,browse,duration,8
1337,9,307,2017-04-08 01:42:05,browse,product_id,101591922267
1337,9,307,2017-04-08 01:42:05,browse,duration,5
1338,9,307,2017-04-08 01:50:05,browse,product_id,141781173051
1338,9,307,2017-04-08 01:50:05,browse,duration,5
1339,10,607,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page1
1339,10,607,2017-04-15 15:11:28,clickthrough,referral,www.referralwebsite.com
1340,4,486,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page3
1340,4,486,2017-04-16 13:37:00,clickthrough,referral,www.google.com
1341,4,486,2017-04-16 13:41:00,browse,product_id,121259905065
1341,4,486,2017-04-16 13:44:00,browse,duration,5
1342,4,486,2017-04-16 13:49:00,browse,product_id,134937796642
1342,4,486,2017-04-16 13:51:00,browse,duration,3
1343,4,486,2017-04-16 14:01:00,browse,product_id,160410725471
1343,4,486,2017-04-16 14:08:00,browse,duration,9
1344,4,486,2017-04-16 14:12:00,browse,product_id,188313615578
1344,4,486,2017-04-16 14:13:00,browse,duration,5
1345,4,486,2017-04-16 14:20:00,browse,product_id,148979734999
1345,4,486,2017-04-16 14:30:00,browse,duration,8
1346,4,486,2017-04-16 14:38:00,add,product_id,121259905065
1347,4,486,2017-04-16 14:40:00,add,product_id,134937796642
1348,4,486,2017-04-16 14:40:00,abandon,cart_contents,121259905065;134937796642
1348,6,805,2017-04-02 00:41:58,clickthrough,url,www.ourwebsite.com/page1
1348,6,805,2017-04-02 00:46:58,clickthrough,referral,www.google.com
1349,6,805,2017-04-02 00:46:58,browse,product_id,109343951269
1349,6,805,2017-04-02 00:49:58,browse,duration,5
1350,6,805,2017-04-02 00:56:58,browse,product_id,167784852301
1350,6,805,2017-04-02 00:59:58,browse,duration,4
1351,6,805,2017-04-02 01:00:58,browse,product_id,141781173051
1351,6,805,2017-04-02 01:04:58,browse,duration,9
1352,6,805,2017-04-02 01:05:58,browse,product_id,192291742391
1352,6,805,2017-04-02 01:08:58,browse,duration,3
1353,6,805,2017-04-02 01:11:58,browse,product_id,195722202378
1353,6,805,2017-04-02 01:11:58,browse,duration,7
1354,6,805,2017-04-02 01:11:58,browse,product_id,172916175812
1354,6,805,2017-04-02 01:11:58,browse,duration,9
1355,6,805,2017-04-02 01:15:58,browse,product_id,185509202673
1355,6,805,2017-04-02 01:16:58,browse,duration,7
1356,6,805,2017-04-02 01:22:58,browse,product_id,132304402752
1356,6,805,2017-04-02 01:23:58,browse,duration,3
1357,6,805,2017-04-02 01:33:58,browse,product_id,134937796642
1357,6,805,2017-04-02 01:39:58,browse,duration,3
1358,6,805,2017-04-02 01:42:58,browse,product_id,164451986229
1358,6,805,2017-04-02 01:44:58,browse,duration,9
1359,7,653,2017-04-05 12:17:43,clickthrough,url,www.ourwebsite.com/page2
1359,7,653,2017-04-05 12:20:43,clickthrough,referral,www.otherwebsite.com
1360,7,653,2017-04-05 12:23:43,browse,product_id,195722202378
1360,7,653,2017-04-05 12:32:43,browse,duration,7
1361,7,653,2017-04-05 12:39:43,browse,product_id,109343951269
1361,7,653,2017-04-05 12:39:43,browse,duration,10
1362,7,653,2017-04-05 12:48:43,browse,product_id,148979734999
1362,7,653,2017-04-05 12:55:43,browse,duration,10
1363,7,653,2017-04-05 12:57:43,add,product_id,195722202378
1364,7,653,2017-04-05 13:06:43,add,product_id,109343951269
1365,7,653,2017-04-05 13:12:43,abandon,cart_contents,195722202378;109343951269
1365,7,663,2017-04-05 12:17:43,clickthrough,url,www.ourwebsite.com/page2
1365,7,663,2017-04-05 12:17:43,clickthrough,referral,www.referralwebsite.com
1366,5,700,2017-04-03 18:06:23,clickthrough,url,www.ourwebsite.com/page1
1366,5,700,2017-04-03 18:13:23,clickthrough,referral,www.referralwebsite.com
1367,2,935,2017-04-10 21:23:46,clickthrough,url,www.ourwebsite.com/page3
1367,2,935,2017-04-10 21:24:46,clickthrough,referral,www.referralwebsite.com
1368,2,935,2017-04-10 21:26:46,browse,product_id,141606253740
1368,2,935,2017-04-10 21:26:46,browse,duration,7
1369,2,935,2017-04-10 21:30:46,browse,product_id,189648453939
1369,2,935,2017-04-10 21:37:46,browse,duration,3
1370,2,935,2017-04-10 21:42:46,browse,product_id,184636131970
1370,2,935,2017-04-10 21:50:46,browse,duration,6
1371,2,935,2017-04-10 21:50:46,browse,product_id,101591922267
1371,2,935,2017-04-10 21:55:46,browse,duration,2
1372,2,935,2017-04-10 21:55:46,browse,product_id,182893602000
1372,2,935,2017-04-10 22:03:46,browse,duration,9
1373,2,935,2017-04-10 22:08:46,browse,product_id,159929577929
1373,2,935,2017-04-10 22:12:46,browse,duration,3
1374,2,935,2017-04-10 22:16:46,browse,product_id,172916175812
1374,2,935,2017-04-10 22:26:46,browse,duration,6
1375,2,935,2017-04-10 22:27:46,browse,product_id,101591922267
1375,2,935,2017-04-10 22:36:46,browse,duration,7
1376,2,935,2017-04-10 22:43:46,add,product_id,141606253740
1377,2,935,2017-04-10 22:50:46,add,product_id,189648453939
1378,2,935,2017-04-10 22:53:46,add,product_id,184636131970
1379,2,935,2017-04-10 22:58:46,add,product_id,101591922267
1380,2,935,2017-04-10 23:08:46,add,product_id,182893602000
1381,2,935,2017-04-10 23:17:46,abandon,cart_contents,141606253740;189648453939;184636131970;101591922267;182893602000
1381,1,875,2017-04-07 04:07:45,clickthrough,url,www.ourwebsite.com/page3
1381,1,875,2017-04-07 04:15:45,clickthrough,referral,www.google.com
1382,5,800,2017-04-03 18:06:23,clickthrough,url,www.ourwebsite.com/page3
1382,5,800,2017-04-03 18:10:23,clickthrough,referral,www.referralwebsite.com
1383,5,800,2017-04-03 18:20:23,browse,product_id,187282230672
1383,5,800,2017-04-03 18:27:23,browse,duration,10
1384,5,800,2017-04-03 18:33:23,browse,product_id,187282230672
1384,5,800,2017-04-03 18:33:23,browse,duration,3
1385,5,800,2017-04-03 18:39:23,browse,product_id,184636131970
1385,5,800,2017-04-03 18:43:23,browse,duration,8
1386,5,800,2017-04-03 18:53:23,browse,product_id,195722202378
1386,5,800,2017-04-03 19:03:23,browse,duration,9
1387,5,800,2017-04-03 19:11:23,browse,product_id,141606253740
1387,5,800,2017-04-03 19:16:23,browse,duration,8
1388,5,800,2017-04-03 19:16:23,browse,product_id,184636131970
1388,5,800,2017-04-03 19:17:23,browse,duration,2
1389,5,800,2017-04-03 19:22:23,browse,product_id,187071644897
1389,5,800,2017-04-03 19:28:23,browse,duration,8
1390,5,800,2017-04-03 19:28:23,browse,product_id,101591922267
1390,5,800,2017-04-03 19:38:23,browse,duration,10
1391,5,800,2017-04-03 19:47:23,browse,product_id,160410725471
1391,5,800,2017-04-03 19:49:23,browse,duration,4
1392,5,800,2017-04-03 19:53:23,browse,product_id,134937796642
1392,5,800,2017-04-03 19:56:23,browse,duration,9
1393,5,800,2017-04-03 19:56:23,add,product_id,187282230672
1394,5,800,2017-04-03 19:58:23,add,product_id,187282230672
1395,5,800,2017-04-03 20:02:23,add,product_id,184636131970
1396,5,800,2017-04-03 20:04:23,add,product_id,195722202378
1397,5,800,2017-04-03 20:09:23,add,product_id,141606253740
1398,5,800,2017-04-03 20:18:23,abandon,cart_contents,187282230672;187282230672;184636131970;195722202378;141606253740
1398,6,616,2017-04-02 00:41:58,clickthrough,url,www.ourwebsite.com/page3
1398,6,616,2017-04-02 00:42:58,clickthrough,referral,www.otherwebsite.com
1399,6,616,2017-04-02 00:46:58,browse,product_id,189648453939
1399,6,616,2017-04-02 00:51:58,browse,duration,2
1400,6,616,2017-04-02 00:56:58,browse,product_id,167784852301
1400,6,616,2017-04-02 01:00:58,browse,duration,10
1401,6,616,2017-04-02 01:09:58,browse,product_id,188160550480
1401,6,616,2017-04-02 01:12:58,browse,duration,4
1402,6,616,2017-04-02 01:20:58,browse,product_id,164451986229
1402,6,616,2017-04-02 01:20:58,browse,duration,3
1403,6,616,2017-04-02 01:24:58,browse,product_id,187282230672
1403,6,616,2017-04-02 01:29:58,browse,duration,3
1404,6,616,2017-04-02 01:30:58,browse,product_id,148979734999
1404,6,616,2017-04-02 01:40:58,browse,duration,10
1405,6,616,2017-04-02 01:47:58,browse,product_id,118675935929
1405,6,616,2017-04-02 01:55:58,browse,duration,3
1406,6,616,2017-04-02 01:56:58,browse,product_id,148979734999
1406,6,616,2017-04-02 01:58:58,browse,duration,4
1407,3,686,2017-04-02 13:00:47,clickthrough,url,www.ourwebsite.com/page3
1407,3,686,2017-04-02 13:02:47,clickthrough,referral,www.google.com
1408,3,686,2017-04-02 13:02:47,browse,product_id,124321090955
1408,3,686,2017-04-02 13:06:47,browse,duration,3
1409,3,686,2017-04-02 13:11:47,browse,product_id,132304402752
1409,3,686,2017-04-02 13:21:47,browse,duration,8
1410,3,686,2017-04-02 13:29:47,browse,product_id,159929577929
1410,3,686,2017-04-02 13:36:47,browse,duration,4
1411,3,686,2017-04-02 13:40:47,add,product_id,124321090955
1412,3,686,2017-04-02 13:41:47,add,product_id,132304402752
1413,3,686,2017-04-02 13:44:47,abandon,cart_contents,124321090955;132304402752
1413,10,160,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page2
1413,10,160,2017-04-15 15:18:28,clickthrough,referral,www.google.com
1414,10,160,2017-04-15 15:21:28,browse,product_id,175211439308
1414,10,160,2017-04-15 15:25:28,browse,duration,8
1415,10,160,2017-04-15 15:34:28,browse,product_id,187282230672
1415,10,160,2017-04-15 15:38:28,browse,duration,5
1416,10,160,2017-04-15 15:46:28,browse,product_id,184636131970
1416,10,160,2017-04-15 15:54:28,browse,duration,10
1417,10,160,2017-04-15 16:03:28,browse,product_id,184636131970
1417,10,160,2017-04-15 16:10:28,browse,duration,2
1418,10,160,2017-04-15 16:13:28,browse,product_id,177897644317
1418,10,160,2017-04-15 16:20:28,browse,duration,10
1419,6,984,2017-04-02 00:41:58,clickthrough,url,www.ourwebsite.com/page3
1419,6,984,2017-04-02 00:48:58,clickthrough,referral,www.referralwebsite.com
1420,6,984,2017-04-02 00:55:58,browse,product_id,141781173051
1420,6,984,2017-04-02 00:55:58,browse,duration,8
1421,6,984,2017-04-02 00:58:58,browse,product_id,193519225127
1421,6,984,2017-04-02 01:08:58,browse,duration,8
1422,6,984,2017-04-02 01:15:58,browse,product_id,193519225127
1422,6,984,2017-04-02 01:17:58,browse,duration,4
1423,6,984,2017-04-02 01:27:58,browse,product_id,188814001578
1423,6,984,2017-04-02 01:35:58,browse,duration,7
1424,6,984,2017-04-02 01:42:58,browse,product_id,115153344249
1424,6,984,2017-04-02 01:48:58,browse,duration,5
1425,6,984,2017-04-02 01:52:58,browse,product_id,109343951269
1425,6,984,2017-04-02 01:58:58,browse,duration,5
1426,6,984,2017-04-02 02:04:58,browse,product_id,172916175812
1426,6,984,2017-04-02 02:09:58,browse,duration,6
1427,6,984,2017-04-02 02:18:58,add,product_id,141781173051
1428,6,984,2017-04-02 02:23:58,add,product_id,193519225127
1429,6,984,2017-04-02 02:26:58,abandon,cart_contents,141781173051;193519225127
1429,6,614,2017-04-02 00:41:58,clickthrough,url,www.ourwebsite.com/page2
1429,6,614,2017-04-02 00:42:58,clickthrough,referral,www.referralwebsite.com
1430,6,614,2017-04-02 00:50:58,browse,product_id,160410725471
1430,6,614,2017-04-02 00:59:58,browse,duration,8
1431,6,614,2017-04-02 01:03:58,browse,product_id,184636131970
1431,6,614,2017-04-02 01:10:58,browse,duration,7
1432,6,614,2017-04-02 01:19:58,browse,product_id,167784852301
1432,6,614,2017-04-02 01:25:58,browse,duration,9
1433,6,614,2017-04-02 01:31:58,browse,product_id,188313615578
1433,6,614,2017-04-02 01:41:58,browse,duration,4
1434,6,614,2017-04-02 01:51:58,browse,product_id,193519225127
1434,6,614,2017-04-02 02:01:58,browse,duration,6
1435,6,614,2017-04-02 02:04:58,browse,product_id,106455227436
1435,6,614,2017-04-02 02:05:58,browse,duration,4
1436,6,614,2017-04-02 02:09:58,add,product_id,160410725471
1437,6,614,2017-04-02 02:12:58,add,product_id,184636131970
1438,6,614,2017-04-02 02:19:58,checkout,sample_key,successful!
1438,3,173,2017-04-02 13:00:47,clickthrough,url,www.ourwebsite.com/page3
1438,3,173,2017-04-02 13:07:47,clickthrough,referral,www.otherwebsite.com
1439,3,173,2017-04-02 13:13:47,browse,product_id,193519225127
1439,3,173,2017-04-02 13:20:47,browse,duration,5
1440,3,173,2017-04-02 13:21:47,browse,product_id,141606253740
1440,3,173,2017-04-02 13:25:47,browse,duration,7
1441,3,173,2017-04-02 13:27:47,browse,product_id,101897294018
1441,3,173,2017-04-02 13:30:47,browse,duration,8
1442,3,173,2017-04-02 13:32:47,browse,product_id,132304402752
1442,3,173,2017-04-02 13:39:47,browse,duration,7
1443,3,173,2017-04-02 13:46:47,browse,product_id,141781173051
1443,3,173,2017-04-02 13:50:47,browse,duration,7
1444,3,173,2017-04-02 13:57:47,add,product_id,193519225127
1445,3,173,2017-04-02 13:58:47,add,product_id,141606253740
1446,3,173,2017-04-02 13:58:47,add,product_id,101897294018
1447,3,173,2017-04-02 14:00:47,add,product_id,132304402752
1448,3,173,2017-04-02 14:05:47,checkout,sample_key,successful!
1448,8,916,2017-04-02 06:53:24,clickthrough,url,www.ourwebsite.com/page3
1448,8,916,2017-04-02 06:55:24,clickthrough,referral,www.otherwebsite.com
1449,8,916,2017-04-02 07:04:24,browse,product_id,115153344249
1449,8,916,2017-04-02 07:04:24,browse,duration,3
1450,8,916,2017-04-02 07:14:24,browse,product_id,159929577929
1450,8,916,2017-04-02 07:21:24,browse,duration,2
1451,8,916,2017-04-02 07:26:24,browse,product_id,148979734999
1451,8,916,2017-04-02 07:29:24,browse,duration,8
1452,8,916,2017-04-02 07:38:24,browse,product_id,187282230672
